iter	Passed	Remaining
495	417	424
496	418	423
497	418	422
498	419	421
499	420	420
500	421	419
501	421	418
502	422	417
503	423	416
504	423	415
505	424	414
506	425	413
507	425	412
508	426	411
509	427	410
510	428	409
511	429	408
512	429	408
513	430	407
514	431	406
515	432	405
516	433	404
517	433	403
518	434	402
519	435	402
520	436	401
521	437	400
522	437	399
523	438	398
524	439	397
525	440	396
526	440	395
527	441	394
528	442	393
529	443	392
530	443	392
531	444	391
532	445	390
533	446	389
534	447	388
535	447	387
536	448	386
537	449	386
538	450	385
539	451	384
540	451	383
541	452	382
542	453	381
543	454	380
544	455	380
545	456	379
546	457	378
547	457	377
548	458	376
549	459	375
550	460	375
551	461	374
552	461	373
553	462	372
554	463	371
555	464	370
556	465	370
557	466	369
558	467	368
559	468	367
560	469	367
561	469	366
562	470	365
563	471	364
564	472	363
565	473	363
566	474	362
567	475	361
568	476	360
569	477	360
570	478	359
571	479	358
572	479	357
573	480	356
574	481	356
575	482	355
576	483	354
577	484	353
578	485	352
579	486	352
580	487	351
581	488	350
582	489	349
583	490	349
584	491	348
585	491	347
586	492	346
587	493	345
588	494	344
589	495	344
590	496	343
591	496	342
592	497	341
593	498	340
594	499	339
595	500	339
596	501	338
597	501	337
598	502	336
599	503	335
600	504	334
601	504	333
602	505	332
603	506	331
604	507	331
605	507	330
606	508	329
607	509	328
608	510	327
609	511	326
610	511	325
611	512	325
612	513	324
613	514	323
614	514	322
615	515	321
616	516	320
617	517	319
618	518	318
619	518	318
620	519	317
621	520	316
622	521	315
623	522	314
624	523	313
625	523	312
626	524	312
627	525	311
628	526	310
629	526	309
630	527	308
631	528	307
632	529	306
633	530	306
634	530	305
635	531	304
636	532	303
637	533	302
638	534	301
639	535	300
640	535	300
641	536	299
642	537	298
643	537	297
644	538	296
645	539	295
646	540	294
647	541	294
648	542	293
649	543	292
650	544	291
651	545	290
652	546	290
653	546	289
654	547	288
655	548	287
656	548	286
657	549	285
658	550	284
659	551	284
660	552	283
661	553	282
662	554	281
663	555	280
664	555	280
665	556	279
666	557	278
667	558	277
668	559	276
669	559	275
670	560	274
671	561	274
672	562	273
673	563	272
674	564	271
675	565	271
676	566	270
677	567	269
678	568	268
679	569	267
680	569	266
681	570	266
682	571	265
683	572	264
684	573	263
685	574	262
686	575	262
687	575	261
688	576	260
689	577	259
690	578	258
691	578	257
692	579	256
693	580	256
694	581	255
695	582	254
696	583	253
697	584	252
698	584	251
699	585	251
700	586	250
701	587	249
702	588	248
703	589	247
704	590	247
705	591	246
706	591	245
707	592	244
708	593	243
709	594	242
710	594	241
711	595	240
712	596	240
713	597	239
714	598	238
715	598	237
716	599	236
717	600	235
718	601	234
719	601	234
720	602	233
721	603	232
722	604	231
723	604	230
724	605	229
725	606	228
726	607	228
727	608	227
728	608	226
729	609	225
730	610	224
731	611	223
732	611	222
733	612	221
734	613	221
735	614	220
736	615	219
737	616	218
738	616	217
739	617	217
740	618	216
741	619	215
742	620	214
743	620	213
744	621	212
745	622	211
746	623	211
747	624	210
748	624	209
749	625	208
750	626	207
751	627	206
752	628	206
753	629	205
754	629	204
755	630	203
756	631	202
757	632	201
758	633	201
759	634	200
760	634	199
761	635	198
762	636	197
763	637	196
764	638	196
765	638	195
766	639	194
767	640	193
768	641	192
769	642	191
770	643	190
771	643	190
772	644	189
773	645	188
774	646	187
775	647	186
776	648	186
777	649	185
778	650	184
779	650	183
780	651	182
781	652	181
782	653	181
783	654	180
784	655	179
785	655	178
786	656	177
787	657	176
788	658	176
789	659	175
790	660	174
791	661	173
792	662	172
793	663	172
794	663	171
795	664	170
796	665	169
797	666	168
798	667	167
799	668	167
800	669	166
801	670	165
802	671	164
803	672	163
804	672	163
805	673	162
806	674	161
807	675	160
808	676	159
809	677	158
810	678	158
811	679	157
812	680	156
813	680	155
814	681	154
815	682	153
816	683	153
817	684	152
818	685	151
819	686	150
820	687	149
821	688	148
822	688	148
823	689	147
824	690	146
825	691	145
826	692	144
827	692	143
828	693	143
829	694	142
830	695	141
831	696	140
832	697	139
833	697	138
834	698	138
835	699	137
836	700	136
837	701	135
838	702	134
839	702	133
840	703	133
841	704	132
842	705	131
843	706	130
844	707	129
845	707	128
846	708	128
847	709	127
848	710	126
849	711	125
850	711	124
851	712	123
852	713	122
853	714	122
854	715	121
855	716	120
856	716	119
857	717	118
858	718	117
859	719	117
860	720	116
861	720	115
862	721	114
863	722	113
864	723	112
865	724	112
866	724	111
867	725	110
868	726	109
869	727	108
870	728	107
871	728	106
872	729	106
873	730	105
874	731	104
875	732	103
876	732	102
877	733	101
878	734	101
879	735	100
880	736	99
881	736	98
882	737	97
883	738	96
884	739	96
885	740	95
886	741	94
887	742	93
888	743	92
889	744	91
890	744	91
891	745	90
892	746	89
893	747	88
894	748	87
895	749	86
896	749	86
897	750	85
898	751	84
899	752	83
900	753	82
901	754	81
902	755	81
903	756	80
904	756	79
905	758	78
906	758	77
907	759	76
908	760	76
909	761	75
910	762	74
911	763	73
912	764	72
913	765	71
914	766	71
915	766	70
916	767	69
917	768	68
918	769	67
919	770	66
920	771	66
921	771	65
922	772	64
923	773	63
924	774	62
925	775	61
926	776	61
927	777	60
928	777	59
929	778	58
930	779	57
931	780	56
932	781	56
933	782	55
934	782	54
935	783	53
936	784	52
937	785	51
938	785	51
939	786	50
940	787	49
941	788	48
942	789	47
943	789	46
944	790	46
945	791	45
946	792	44
947	793	43
948	793	42
949	794	41
950	795	40
951	796	40
952	796	39
953	797	38
954	798	37
955	799	36
956	800	35
957	800	35
958	801	34
959	802	33
960	803	32
961	804	31
962	804	30
963	805	30
964	806	29
965	807	28
966	807	27
967	808	26
968	809	25
969	810	25
970	811	24
971	812	23
972	812	22
973	813	21
974	814	20
975	815	20
976	815	19
977	816	18
978	817	17
979	818	16
980	819	15
981	820	15
982	821	14
983	821	13
984	822	12
985	823	11
986	824	10
987	825	10
988	825	9
989	826	8
990	827	7
991	828	6
992	829	5
993	830	5
994	830	4
995	831	3
996	832	2
997	833	1
998	834	0
999	835	0
